type,sub_type,text,listPrice,sqft,stories,beds,baths,baths_full,baths_full_calc,garage,year_built
single_family,,"Welcome to this spacious and sprawling custom ranch in the desirable Eagle Nest neighborhood. This thoughtfully designed home offers 4 bedrooms and 3 full baths, including a private primary suite and two additional bedrooms on the main level, plus a fourth bedroom upstairs with its own full bath and extra living space-perfect for guests, a home office, or a private retreat. The open and functional layout provides plenty of room to spread out, while the oversized garage offers exceptional storage and convenience. Step outside to enjoy your own backyard oasis-relax on the screened-in porch or gather with friends and family around the fire pit on the open patio. Located in the amenity-rich Eagle Nest community, residents enjoy a fantastic Lawrence location This home offers the perfect blend of space, comfort, and outdoor living.",458000.0,3350.0,2.0,4.0,3.0,3.0,3.0,2.0,1980.0
single_family,,"As you drive the cul-de-sac, you will fall in love just seeing this beautiful all brick home, nestled on it's premium, partially wooded lot. The front entrance, with welcoming front porch, invites you to enter into this spacious, custom home. You will love the 9 ft ceilings, beautiful hardwood floors and custom trim work as you wander through this open floorplan. You will love the granite countertops and beautiful cabinets that fill the kitchen, as well as the gas stove, dual ovens, Bosch dishwasher, and large walk in pantry. The island is ready for any gathering, opening to the dining area and great room- or head outside to your huge deck and backyard oasis!! Plenty of room for all! Just off the kitchen is the spacious laundry room and 1/2 bath for your guests! On the other side of the home you'll find the Primary bedroom suite, with a large walk-in closet with custom wood shelving, and lots of natural light! The primary bath has dual vanities, large jacuzzi tub, and separate shower. The other bedrooms have wider-than-most closets, and plenty of room. You'll notice that there is ample storage space throughout. After this, you head to the fully finished basement, complete with wet bar, full bath, and study/workout room. Finally, make sure to see the 3 car garage, with beautiful polyaspartic (lifetime warranty) flooring, and an actual staircase to the attic storage area! You will need this to be yours!!",639900.0,4200.0,1.0,3.0,4.0,3.0,3.0,3.0,1997.0
single_family,,"3-bedroom, 2-bathroom ranch home located in West Lafayette! This home features a split bedroom floorplan, large open kitchen, and vaulted ceiling in the living room! It is conveniently located close to the Citybus route, and is just a short commute to Purdue's Campus, retail stores, and many restaurants. Schedule a showing today! *Showings do not begin until 3/14/26. Inspections are welcomed, but home is being sold AS-IS.",275000.0,1233.0,1.0,3.0,2.0,2.0,2.0,2.0,1994.0
single_family,,"PRICED TO SELL! Why settle for cookie-cutter when you can own this one-of-a-kind 1880 Cape Cod 1 1/2 story home, nestled on 1.25 beautiful acres? This 3-bed, 3-bath home blends vintage character with today's must-haves, including a completely renovated kitchen (2023) with quartz countertops, updated cabinetry, lighting, electrical and stainless steel appliances. New windows, doors and the Family room is a HUGE space for relaxing and entertaining. Enjoy peaceful mornings or evening gatherings on the newly rebuilt front porch and back deck (2024) with fresh railings, decking and plenty of space to relax. Original charm meets modern livability--perfect for making memories and building your future. Home Sold AS-IS. 2026 completed Home inspection available with an accepted offer along with summary of items that were corrected. Schedule your tour today!",399999.0,2581.0,2.0,3.0,3.0,1.0,3.0,3.0,1880.0
single_family,,"Lovely Updated Tri-Level Home in Painted Hills on the Main Lake - 167 ft of lakefront w dock & boat lift on this Acre of Fun & Recreation! This would make a great vacation home or your everyday vacation home! The lower level with Great Room, Bedroom, Bath & Laundry area works for MIL or Guests! The home has been completely remodeled with granite countertops, new roof, new flooring, trim and much more! 4 BR/3 BA has a ton of space yet feels like home! Park your boat, swim, fish and picnic all on your own property! Enjoy Painted Hills at the Pool Park, Tennis Courts, Clubhouse (that serves food). Walking Distance to Cedar Creek Winery on warm summer nights to enjoy the entertainment and great dining! The community features: Swimming Pool, Clubhouse w Restaurant, Tennis Courts, Pickleball Courts, Park, Community Shelter House w firepits/BBQ, Beach Area and Basketball Courts. Upgrades: New Roof, Granite Countertops, Lam Hardwood, Remodeled Kitchen, Water Softener and Water Heater and Electric Receptacles. Plus many other items.",699000.0,3348.0,3.0,4.0,3.0,3.0,3.0,1.0,1982.0
single_family,,"Experience the perfect blend of modern comfort and serene country living but just a stone's throw away from city conveniences. Nestled on 12 acres m/l, this 2024 beautifully custom built home is designed with both style and functionality in mind. This property offers privacy, space, and thoughtful upgrades throughout. Inside, you'll find 3 spacious bedrooms and 2 full bathrooms, including a comfortable primary suite designed for relaxation and privacy, complete with a generous closet and a well-appointed en-suite bath. The open-concept living area flows seamlessly into the kitchen and dining space, creating an inviting atmosphere for everyday living and entertaining. A standout feature of the home is the oversized laundry room, complete with a convenient half bath and a dedicated pet washing station-ideal for keeping muddy paws and boots out of the main living areas. Independent heating/cooling units for each room adds for personal temperature comfort. The oversized 2+ car attached garage provides ample room for vehicles, storage, and workspace. Surrounded by the tranquility of the acreage, there's plenty of room to roam, plant a garden, add a small barn, or simply relax and enjoy the outdoors. Whether you're looking for a private retreat or space to grow, this nearly new home offers the best of both worlds.",499900.0,2040.0,1.0,3.0,3.0,2.0,2.0,2.0,2024.0
single_family,,"This 4-bedroom, 2-bathroom two-story home is ready for a new owner with vision. In need of some TLC, the property offers strong potential with a 2-car garage, fully fenced backyard, and a wood patio. With updates and improvements, this home could become a fantastic investment opportunity or a personalized residence.",192000.0,1704.0,2.0,3.0,3.0,2.0,2.0,1.0,1986.0
single_family,,"Small town living. Come check out this 3-bedroom/1-bath home in Pennville with a spacious living and dining room, along with a two-car attached garage. One bedroom is on the main floor with two other bedrooms upstairs. The home is heated with 3 wall heaters. The upstairs has not been used in years but is in good shape with knotty pine walls. In the backyard, you will find there is a nice shed with a concrete floor, an overhead garage door, electric, LED lights, and a 220 hook-up. All appliances stay. This home is being sold AS-IS.",129000.0,2106.0,1.0,3.0,1.0,1.0,1.0,2.0,1947.0
single_family,,"Updated 4-Bedroom Home with In-Ground Pool! This beautifully updated 4-bedroom, 2-bath two-story home is move-in ready and offers both comfort and functionality. Features include engineered hardwood flooring, an inviting electric fireplace insert, and a spacious eat-in kitchen with adjoining dining area-ideal for everyday living and entertaining. Recent updates include a new waterproofed crawlspace for added peace of mind. Enjoy the benefits of gas heat, gas range, and gas water heater. Step outside to a fully fenced backyard complete with an in-ground pool and pool cover-perfect for summer gatherings and backyard barbecues. The pool pump and liner have been replaced within the last year. Conveniently located near shopping, schools, and the local library, this home offers a great blend of updates, amenities, and location.",355000.0,1904.0,2.0,4.0,2.0,2.0,2.0,2.0,1991.0
single_family,,"Charming older farmhouse on 2 acres, ideal for a hobby farm or country living. offering 2-3 bedrooms and 2.5 baths, the home features major updates including a newer roof, HVAC, and windows. Interior is ready for cosmetic updates, providing great opportunity to make it your own. Includes a second kitchen (previously used by care staff), all appliances, and a 2 car detached garage. Property also features several pole barns, an older livestock barn with pasture and an additional building that once served as an apartment and is ready for renovation. Plenty of space and potential both inside and out! Third pole barn 50x40.",249900.0,2598.0,2.0,2.0,3.0,2.0,2.0,2.0,1880.0
single_family,,"Cul-de-sac location, huge fenced yard, and proven Airbnb income potential-this updated 4-bedroom [Redacted Township] home also features a basement, major mechanical updates, and an EV charger. 4-bedroom, 2 full bath home tucked away at the end of a quiet cul-de-sac in [Redacted Township]. Situated on a large pie-shaped lot, the property features a fully fenced backyard with plenty of room for outdoor living, entertaining, or pets, plus two mini barns offering excellent storage or workshop space. Inside, the home has been well maintained and thoughtfully updated with fresh paint and new flooring throughout the main and upper levels, creating a bright, move-in ready feel. Major mechanical updates include HVAC and water heater both less than 5 years old. The basement provides additional flexibility for recreation, living space, or storage and includes newer basement walls and a sump pump installed within the last two years for added peace of mind. Currently operating successfully as a short-term rental, this property offers versatility for buyers seeking a primary residence, investment opportunity, or both. The garage also includes an EV charger that will remain with the property-an added feature for electric vehicle owners. Conveniently located in [Redacted Township] with easy access [Redacted School District], shopping, dining, and commuter routes, this home offers space, updates, and opportunity all in one.",299999.0,2117.0,2.0,4.0,2.0,2.0,2.0,2.0,1975.0
single_family,,"Gracefully positioned at the end of a private cul-de-sac, this exceptional residence offers approximately 3,000 square feet of sophisticated living space designed for elevated modern living. Featuring 4 spacious bedrooms, 2.5 baths, and a beautifully appointed bonus room, the home blends refined design with everyday comfort. Soaring ceilings and a thoughtfully curated open layout create an airy, upscale atmosphere throughout. The exterior commands attention with LP siding, striking black windows, and architectural exterior lighting, delivering timeless elegance and standout curb appeal. Expansive covered porches extend the living space outdoors, ideal for both entertaining and quiet retreat. Completing the home is an epoxy-coated garage floor and meticulous attention to detail throughout. A rare opportunity to own a truly polished home in a premier setting.",554500.0,3010.0,2.0,4.0,3.0,2.0,2.0,2.0,2026.0
single_family,,"1.25 Acre Waterfront Walk-out Ranch on Lake Eliza. This is the perfect setting for a Primary Home, Vacation Retreat, or Short-Term Rental Investment set on a private Lake. Open concept layout with 4 Car Garage and includes additional lot for Coach home or Pole Barn. Finished walk-out basement offers 4th bedroom, 2nd Kitchen and bathroom allowing for optional related living optional with separate entrance. You'll love the sunroom overlooking the spacious backyard and lake. Lakeshore is newly lined with stone and the wrap-around driveway allows for boat and toy storage in 2nd garage. Take advantage of everything the area offers including golf courses, wineries, breweries, and farmer's markets. All of this just 1 hour from Chicago. Preferred Builder and Contractors Available to help with your plans for the vacant lot. Call today and get your Summer Adventure started!",600000.0,3177.0,1.0,4.0,3.0,2.0,3.0,4.0,1998.0
single_family,,"Picture yourself living the resort lifestyle in this Well maintained and updated 4 bedroom and 2 bath Bi-Level home with a gated & fenced privacy big back yard with stamped patio, big oval pool, personal firepit area, and kids play gym. Enter through the custom wood front door the roomy tiled foyer up the wood staircase into the spacious living room which opens to the large kitchen with plenty of cabinets, pantry, tile flooring, gorgeous glass backsplash and walkout to the upper balcony great for grilling. Continuing on the main level is the updated hall bath with custom tile flooring, shower with tile niches, a big vanity with granite top & undermount bowl, then onto primary bedroom and 2nd bedroom each with laminate floors, fans, and big closets. The lower level Features an Open great room with a built in bar with granite top, a 3/4 bath with custom tile shower and upscale bath tile niche accents, Two more generous bedroom(one with a chalk paint wall), Big laundry room with shelves, cabinets and laundry tub! The large garage includes a work shop area and fridge! Many new updates inside and outside of this home. Front Door 2022, rear door 2023, Stamped Concrete Patio 2021, Pool 2021, Roof 2016, HVAC 2014, Windows 2014. The Outside is your own personal oasis with a beautiful privacy fenced backyard with oval pool, fire pit area with wood storage, shed, garden, custom playset & plenty of room to play and enjoy the outdoors!",299898.0,2116.0,,4.0,2.0,1.0,2.0,2.0,1981.0
single_family,,"Welcome home to this spacious property offering three bedrooms with the potential for a fourth in the finished basement, along with three full bathrooms and one half bath. The living room showcases a gas fireplace with mantle, high vaulted ceilings, and an abundance of natural light that makes the space feel open and inviting. The kitchen features newer stainless steel appliances, a tiled backsplash, and space for casual dining. The adjacent dining room also offers vaulted ceilings and a beautiful arched window, adding aesthetic appeal to the home's already open and breathable feel. Walk upstairs to an open balcony overlooking the living room below. Two bedrooms are complimented by a full bathroom. Above the garage is a bonus room that could be used as a recreation room, playroom for kids, home office, or a massive walk in closet. The finished basement is open and spacious, making it ideal for entertaining around the bar, watching the big game, or staging as a movie room. The basement also includes the option of a fourth bedroom or large home office, along with a full bathroom. The fenced backyard adds more potential to your vision. Enjoy the deck surrounding the above ground pool, perfect for summer gatherings or relaxing evenings at home. Just off the deck is an open area finished with pavers, creating an ideal setting for entertaining, relaxing, or hosting. Schedule your private showing today.",339900.0,3000.0,1.0,3.0,4.0,3.0,3.0,2.0,2003.0
condos,condo,"Spacious & Immaculate Condominium! Welcome to this beautifully maintained, move-in-ready condominium in the Eagle Point neighborhood. The bright and cheerful living area features a full sliding glass door that opens to a covered balcony--perfect for relaxing and enjoying your morning coffee or evening breeze. The generously sized primary bedroom offers a private ensuite bath complete with an oversized vanity, soaking tub, separate shower, and a large walk-in closet. A roomy eat-in kitchen boasts new wood laminate flooring and plenty of space for casual dining. The second bedroom is spacious and conveniently located across the hall from a full bath, making it ideal for guests or a home office. A large in-unit laundry/utility room provides added convenience and extra storage. Enjoy easy access to nearby shopping, dining, entertainment, and town activities, all just minutes away. Don't miss the opportunity to own this exceptional home in a prime location!",184900.0,1270.0,,2.0,2.0,2.0,2.0,,1996.0
single_family,,"Charming 3-bedroom, 2-full-bath home in an established, no HOA neighborhood. Features a cozy wood-burning stove capable of heating the entire house, complemented by a gas furnace for added comfort. With a little TLC, this property offers great potential as a forever home or a savvy rental investment. Hard to find at this price point - don't miss out!",180000.0,1080.0,1.0,3.0,2.0,2.0,2.0,2.0,1979.0
single_family,,"Price Adjustment! Opportunity awaits with this 2-bedroom home featuring a spacious landing that could easily function as a third bedroom, home office, or flex space. The property offers 1 full bath, a comfortable living room, and an additional family room-providing multiple gathering areas and flexible layout options. The home includes a full block basement offering excellent storage potential and added functionality. Situated on a corner lot, the property provides added yard space and accessibility. Central air conditioning is already in place for year-round comfort. This property is being sold as-is, and the seller is unable to make repairs. Bring your vision and make an offer-ideal for investors, renovators, or buyers looking to build equity.",129000.0,1685.0,1.0,2.0,1.0,1.0,1.0,2.0,1925.0
single_family,,"Peaceful Country Living on 5 Private Acres - Completely Remodeled & Move-In Ready.....Welcome to your own slice of the countryside. This super cute, fully remodeled home sits on 5 beautiful, private acres in a very remote setting, offering the peace and quiet you've been looking for. Inside, you'll appreciate the extensive updates throughout, including all new plumbing, electrical, HVAC system, new flooring, paint, trim, a completely renovated bathroom, and more. The home has a warm, cozy feel with a comfortable living room and a nicely sized kitchen designed for everyday functionality. The primary bedroom is conveniently located on the main floor, creating easy one-level living. Downstairs, the finished basement offers fantastic flexibility. There is a large room currently used as a third bedroom that could easily serve as additional living space, a recreation room, or home office. You'll also find another bedroom and a dedicated laundry room in the basement. Step outside and enjoy everything this property has to offer starting with the spacious yard, newly planted trees in the back field, and an abundance of wildlife. There is a large ditch line running through the property, adding character and natural drainage with peaceful country views in every direction Whether you're looking for a quiet full-time residence or a private weekend retreat, this well-maintained, recently remodeled home delivers comfort, privacy, and room to grow. Don't miss your opportunity to enjoy country living at its finest.",179900.0,1152.0,1.0,3.0,1.0,1.0,1.0,,1900.0
single_family,,"You're not going to believe all you can get at this property. Step into this lovely 3-bed, 2-bath home offering 1,840 sq ft of comfortable, functional living space on a generous 0.71-acre lot with new siding, roof, and windows installed last year. The major exterior improvements are already done! Easy peasy! This home gives you peace of mind and long-term value. And the taxes are sooo low! Isn't this what we are all looking for? Inside, you'll find spacious rooms throughout, perfect for everyday living, entertaining, or working from home. The large lot offers room to spread out, garden, play, or simply enjoy the privacy and open space. Fenced in yard for the pups or young kids or plenty of room outside the fence to spread out. Check out the firepit for those evening bonfires or the deck to relax at the end of the day with your loved one and beverage of choice. For colder days, there's a fireplace and wood burning stove for additional charm. In addition, the property has an outbuilding perfect for storage, hobbies, or workshop use, along with a carport for convenient covered parking. No more worries about outgrowing a property...this one has plenty of room to grow. Close to access to 69 and shopping! What else could you ask for in this home?",224900.0,1840.0,1.0,3.0,2.0,2.0,2.0,1.0,1900.0
farm,,"Welcome to the country without giving up convenience. This 15-acre [Redacted County] homestead offers the perfect blend of rustic charm, functional farm infrastructure, and outdoor recreation, all just minutes from town. At the heart of the property sits a spacious 4-bedroom farmhouse, designed for comfortable rural living. Whether you're raising a family, hosting guests, or simply enjoying quiet evenings after a day outdoors, this home provides room to spread out and make it your own. A detached 2-car garage offers secure parking, storage, or workshop space. The property truly shines outside. A large, versatile barn stands ready for livestock, equipment, hobbies, or future agricultural projects. Rolling pasture, mature trees, and meandering creeks create a picturesque setting while supporting abundant wildlife. Whitetail deer and wild turkey are regular visitors, making this an ideal property for nature lovers, hunters, or anyone who values privacy and open space. Whether you're dreaming of a working farm, horse property, private hunting retreat, or a peaceful country homestead, this land offers endless possibilities. Enjoy morning coffee overlooking the fields, explore the creeks, or spend evenings watching wildlife move through the timber. If you're searching for rustic farm living in [Redacted County] with acreage, water features, and room to grow-this is a rare opportunity to own a true Indiana homestead. This property is being sold ""As is""",789900.0,,2.0,4.0,2.0,1.0,1.0,,
single_family,,"Welcome to 7228 Broadacre, situated in esteemed The Grove at Legacy community. Offering an extraordinary indoor and outdoor living experience. This stunning property consists of many top-of-the line finishes and updates including modern fixtures, custom landscaping, driveway gate, gas fireplace & much more! Open floor plan! Kitchen includes granite countertops and an extra large island perfect for cooking & entertainment. Relax and enjoy the back patio to maximize comfort and usability. Yearly maintenance done on HVAC/Furnace - ensuring everything stays in excellent condition. This exclusive lot includes unique views of the pristine nature preserve. The Grove at Legacy encompasses 16 acres of wooded nature preserve, over 80 acres of green space, modern community pool, scenic walking trails, and numerous neighborhood amenities. Restaurants, entertainment, & shopping nearby! Don't miss out on this 1of1 opportunity! Nature preserve out front will never be built on.",459000.0,2100.0,2.0,3.0,3.0,2.0,2.0,2.0,2018.0
single_family,,"SOLD AS-IS. Beautiful 3 Bedroom, 2 Bath Home in Schererville with Pool, Grill & Hot Tub! Welcome to your own private retreat in the heart of Schererville! This stunning 3-bedroom, 2-bath home offers the perfect blend of comfort, style, and outdoor luxury. Step inside to an inviting open layout featuring modern updates, spacious living areas, and plenty of natural light that flows throughout the home. The beautifully designed kitchen offers ample cabinetry and great counter space, making everyday cooking and entertaining a breeze. All three bedrooms are generously sized, and both bathrooms have been tastefully updated for a clean and modern feel. Step outside to your backyard oasis--complete with swimming pool, relaxing hot tub, and a built-in grill area perfect for hosting gatherings, summer parties, or quiet evenings under the stars. The fully fenced yard provides privacy and plenty of room for outdoor fun. Conveniently located near [Redacted School District], shopping, restaurants, and major highways, this home offers both comfort and convenience. Whether you're entertaining or relaxing, this Schererville gem has everything you need.",364999.0,1824.0,2.0,3.0,2.0,2.0,2.0,2.0,1978.0
single_family,,"This home is nearly new with tons of homey finishing touches added. Welcome home to this 5-year young open floor plan ready for worry free living. Upon entering the home, the open floor plan greets you with the living room with vaulted ceilings flows into a beautiful kitchen featuring granite counter tops with tons of room for entertaining. Upstairs you will find three bedrooms all generously sized, one of which is the primary suite with a walk-in closet and its own bathroom. Downstairs you will find another living room and off of the living room is another bedroom, another bathroom and laundry room. This home also features a large lot with lots of mature trees proving plenty of privacy.",364900.0,2000.0,,4.0,3.0,1.0,3.0,2.0,2020.0
single_family,,Brand new roof. This blank canvas is a great investment opportunity for an investor.,40000.0,1436.0,1.0,3.0,1.0,1.0,1.0,2.0,1875.0
single_family,,"Ideally situated just one mile from the University of Notre Dame, this meticulously maintained all-brick ranch offers the perfect blend of classic charm and modern peace of mind. The home welcomes you with a stunning tiled foyer featuring vaulted ceilings and skylights, creating a bright and airy transition into the main living spaces. Beautiful original hardwood floors flow throughout the three comfortable bedrooms. The kitchen comes equipped with stainless steel appliances, complemented by newer vinyl windows throughout the home for improved energy efficiency. The lower level provides a full basement with laundry and a partially finished bonus area-perfect for a home gym or hobby space. Significant recent upgrades include a brand-new septic system, ensuring a truly move-in-ready experience. Outside, enjoy a private and expansive backyard, perfect for entertaining or relaxing. Whether you're looking for a primary residence or a premier gameday retreat, this home is ready for you to enjoy just in time for kickoff!",196000.0,1584.0,1.0,3.0,1.0,1.0,1.0,,1948.0
single_family,,"This beautifully updated attached row house is more spacious than many of the surrounding homes, and comes with membership to The Woodlands (at a very reasonable rate/yr!) which provides a swimming pool, clubhouse and tennis/pickleball courts. Close to everything Carmel has to offer, it includes brand new appliances, new siding and gutters, exterior paint, new windows and exterior doors/lighting and interior lighting, plus luxury high end finishes in all three full baths and the kitche,n which has a large sink with removable cutting board and strainer! With three bedrooms up, and a huge additional family room and full bath, the lower level also has an extra room with a double closet ... endless possibilities there. Come check out this beautiful home!",529900.0,3112.0,1.0,3.0,3.0,3.0,3.0,2.0,1976.0
single_family,,"Attention investors, this 4-bedroom, 2-bathroom residence is available for purchase. The roof on the main house is approximately 10 years old. All windows have been updated and professionally installed. The living and dining rooms feature new flooring. The downstairs bathroom has been updated. A beautiful curved open staircase is a notable feature. However, please note that the back porch roof has a leak, resulting in damage to the kitchen ceiling. Additionally, the boiler is inoperable, but the property has been winterized.",79000.0,2228.0,2.0,4.0,2.0,2.0,2.0,2.0,1900.0
single_family,,"This charming 3-bedroom home is situated on a corner lot in a beautiful southside location. Home features large covered front porch, fully applianced kitchen, large dining and living rooms, remodeled bath, new paint throughout, solid surface flooring, and a detached garage. In the basement you will find the new furnace installed early 2025.",138900.0,1008.0,1.0,3.0,1.0,1.0,1.0,1.0,1916.0
single_family,,"Step into the charm of the 1920s with all the modern comforts of today in this spacious, character-filled Long Beach retreat. This cottage home offers an expansive main-floor layout. The inviting family room with a cozy fireplace with entrance to the back deck or front enclosed porch with new three-season windows, creating a comfortable space to relax and unwind year-round. Off the family room includes a bedroom, den, or office option perfect for overflow guests or remote work. A full bathroom, dining room, and kitchen with pantry complete the main level living, while a generous deck provides the perfect setting for outdoor entertaining after a day at the beach. Upstairs, you'll find four comfortable bedrooms and an updated full bath. The unfinished third-floor attic offers potential for additional living space, and a basement provides plenty of room for storage. Set on a corner lot surrounded by mature landscaping, just a short walk to Melrose Park and Stop 19 or Stop 20 and Lake Michigan's sandy shores. This timeless Long Beach home beautifully blends history, comfort, and lake-life living. A must-see!",730000.0,1727.0,2.0,5.0,2.0,2.0,2.0,1.0,1920.0
condos,condo,"Back on Market No Fault of Sellers! Find low-maintenance ease in this 2-bedroom, 2-bath condo at 1400 plus square feet--ideal for daily comfort or downsizing. Bonus: unfinished basement with equal space, ready for your custom finish to expand living area. HOA handles lawn care, exterior upkeep, and snow removal, freeing time for Pine Lake outings, parks, or downtown La Porte. Grab this estate sale gem at a great price. Schedule your tour now--home contents available separately.",285000.0,1473.0,1.0,2.0,2.0,1.0,2.0,2.0,1992.0
single_family,,"MAJOR improvements w/multiple updates provides a wonderful opportunity to own this small town charmer that's MOVE IN READY and that's less than 4 miles from Brookville Lake! Relax on the large porch by adding a bed swing or a porch swing (hardware ready). Enjoy the tranquility of the surrounding 7405 square feet lot (additionally 1786 sq ft barn lot). Architecturally attractive Barn measures appx 18'x28' has 2 lofts for storage with possible boat storage. Kitchen features: refrigerator & range, large center island with custom wood top, seating and apron sink. Two bedrooms and a NEW full bathroom within 856 square feet of living area provides a comfortable and functional layout. The full basement has been waterproofed recently by one of Indiana's most trusted foundation companies and includes a transferrable warranty! With this improvement the space is ready for crafters, hobbyists and gamers! This property presents an exceptional chance to embrace comfortable living within a desirable location. New septic installation, new roof, gutters, gutter guards, electrical updates, new basement stairs w/handrails all add peace of mind for many years moving forward!",169900.0,856.0,1.0,2.0,1.0,1.0,1.0,,1947.0
condos,condo,"Elegant Golf Course Condo in Gated Sagamore Community Discover The Enclave at Sagamore, an exclusive gated neighborhood set along the prestigious Jack Nicklaus Signature Golf Course. This beautifully updated first-floor condo offers effortless, maintenance-free living with breathtaking views of Sagamore's 13th fairway. Expansive windows fill the home with natural light, creating a seamless connection between indoor comfort and the beauty of the course. Spanning over 2,100 square feet, this residence features two bedrooms, two full baths, and a spacious office with a newly added double closet, providing a flexible third bedroom option. The remodeled kitchen showcases quartz countertops, a designer backsplash, stainless steel appliances, a built-in wine cooler, and a convenient coffee bar - perfect for everyday living and entertaining. The HVAC system (2022) ensures year-round comfort and efficiency. The primary suite offers sweeping golf course views and a generous bath with a custom built-in closet system. Both bedrooms feature new carpet, adding warmth and comfort. Enjoy relaxing on the screened porch and covered patio while taking in stunning sunsets and serene fairway views. Recent community improvements include new roofs, gutters, downspouts, and exterior paint. Additional highlights include a new commercial-grade garage door opener (2025) and a two-car attached garage with built-in storage. As a rare and valuable incentive, the seller will pay the $3,500 initiation fee for the Sagamore Athletic Membership, allowing the next owner to immediately enjoy resort-style pools, fitness facilities, dining, tennis, and year-round social events. Owners are Indiana Licensed Real Estate Brokers.",499000.0,2186.0,1.0,3.0,2.0,2.0,2.0,2.0,2005.0
single_family,,"New, AND i HAVE THE PERMIT TO START BUILDING LETS BUILD YOUR NEW HOME IN 2026 Build to your liking with this proposed construction. Across from a beautiful lake .Home has nice size bedrooms .. Total project will take about 4 TO 5 months DEPENDING ON THE TIME OF YEAR AND PRODUCTIN TIME. Kitchen and baths will be granted counter tops solid core door no junk in this home. Home is 1568 Square Feet on a Full Basement attached is the 24 X 30 garage ! The options are endless. Lets build your home on this beautiful lot today! This home is a Modular Heckaman Homes built in Nappanee Indiana they have been building homes for over 50 years.There are many homes in the area Griffith, [Redacted Township], Cedar Lake that your buyer can see they were built several years ago SOME ARE RANCHES AND SOME 2 STORY HOMES. WALLS ARE 2/6 SEE STAND SPECS AND THE FLOOR PLANE You can also go to the factory for a tour on Saturdays from 10- 2 pm EST",330777.0,1568.0,1.0,3.0,2.0,2.0,2.0,2430.0,2026.0
single_family,,"Move-in ready 2 bedroom, 2 bath patio home on Evansville's desirable East Side. Conveniently located [Redacted School District], shopping, and with easy access to all sides of town. The kitchen has been updated with newer cabinetry, countertops, and sink. The primary bedroom features two large closets and a full private bath. The second bedroom includes an expanded closet for additional storage. This home also offers an attached 1.5-car garage with laundry area and extra storage space. Outside, you'll find two nice patios, a large yard barn, gazebo, and a peaceful wooded view. The roof is only 2 years old. Per seller, additional updates and included items include a highly insulated new garage door with new railing, motor, and controls, new full-view exterior entry door with built-in adjustable blinds, two new storm doors, washer and dryer, refrigerator, stove, mounted TV, adjustable bed with protective mattress pad, sofa and matching chair with adjustable footrests, nearly new kitchen table and chairs, preventive full-house termite treatment by Swat Pest termite treatment (preventative treatment only), and a porch swing on the back deck. -- Furniture in the home will be included unless buyer request to be removed. Seller is providing a AHS home warranty at closing.",192000.0,864.0,1.0,2.0,2.0,2.0,2.0,1.0,2003.0
single_family,,"Welcome home to this spacious 4-bedroom, 2-bath property nestled on 1.71 scenic acres in the desirable [Redacted School District]. From the moment you arrive, you'll be welcomed by a beautiful entryway that sets the tone for the warmth and character found throughout the home. Inside, you'll find generous living spaces perfect for both everyday comfort and entertaining. The furnishings inside this home are so exquisitely paired with the ambiance and beauty of this home that the seller has decided that they should stay with the house for the next owners to enjoy, making this home truly move-in ready. The well-designed layout offers flexibility for family living, remote work, or hosting guests. Outside is where this property truly shines. In addition to the attached garage, there is a detached garage and an additional outbuilding, providing ample space for vehicles, hobbies, storage, or a workshop. The expansive lot offers room to roam, garden, or simply enjoy the peaceful surroundings-including the striking elk statue, which is also included with the property. With space, functionality, and a prime location, this property offers the perfect blend of country living and convenience. Don't miss the opportunity to make this exceptional home your own.",419900.0,2244.0,1.0,4.0,2.0,2.0,2.0,2.0,1955.0
townhomes,,"Ready now, you'll love this practical and open-concept Ashton townhome. The main level provides ample space for entertaining with private bedrooms tucked away on the second floor.",345000.0,1883.0,2.0,3.0,3.0,2.0,2.0,2.0,
single_family,,"OPEN HOUSE, SUNDAY, March 8th, 2:00-4:00.....Look at the possibilities in this HISTORIC, two story, Second Empire Victorian home in Corydon's Historical District. With the exterior completely restored, including all new metal roof & gutters on home, new shingled roof on garage, this 4 large bedroom, 2 full bath home is ready for her new owner to take her to her glorious potential. The 1st floor flows from the massive living/dining room to the family room to another dining area and on into the kitchen. Enjoy the 9-1/2 foot ceilings and large sunny bedrooms with hardwood floors. (Always thought about adding a stairs to the 2nd floor outside doorway for an additional private entrance) There is a FIRST FLOOR MAIN BEDROOM and full bath.. Huge private fenced backyard with many perennials leads to the two car detached garage (see attached survey). There is a cellar basement. IMMEDIATE POSSESSION. 5 MINUTE WALK TO DOWNTOWN SHOPS. This home is being sold AS IS, but Seller has lived in home since January [Redacted Entity].....just think of the possibilities....endless.",285000.0,2880.0,2.0,4.0,2.0,2.0,2.0,2.0,1945.0
